"Run_ID","US_ID","Condition","Question_ID","Question_Original","Source_File","Review_Status"
"US08_CL_R1","US08","CL","Q03","Should revealed estimates be visible to all participants, including spectators and later reconnecting participants, or only currently connected participants? Answer in <=5 words.","runs/US08_CL_R1/output.md","Check"
"US08_CL_R1","US08","CL","Q04","If the moderator closes voting when no estimates have been submitted, should the round enter a revealed/closed state or remain open? Answer in <=5 words.","runs/US08_CL_R1/output.md","Check"
"US08_CL_R1","US08","CL","Q05","After reveal, should attempted estimate changes be rejected with feedback, silently ignored, or treated as a request requiring a new round? Answer in <=5 words.","runs/US08_CL_R1/output.md","Check"
"US08_CO_R1","US08","CO","Q01","When an active estimator disconnects after submitting but before reveal, should their stored estimate still be revealed? Answer in <=5 words.","runs/US08_CO_R1/output.md","Check"
"US08_CO_R1","US08","CO","Q02","Is the active estimator set fixed at round start, or recalculated dynamically as participants connect/disconnect? Answer in <=5 words.","runs/US08_CO_R1/output.md","Check"
"US08_CO_R1","US08","CO","Q03","When the moderator closes voting with no submitted estimates, should the round enter a revealed/closed state or remain unrevealed? Answer in <=5 words.","runs/US08_CO_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q01","Is the required estimator set fixed when a voting round starts, or recalculated from the Presence Service at reveal time?","runs/US08_CS_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q02","If an estimator disconnects before submitting, should their missing estimate immediately stop blocking reveal, or only after the moderator closes voting?","runs/US08_CS_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q03","Before reveal, may an estimator change or replace their hidden submitted estimate?","runs/US08_CS_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q04","When the moderator closes voting with zero submitted estimates, should the system reveal an empty result set or leave the round unrevealed?","runs/US08_CS_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q05","Should participants who reconnect or join after reveal see the already revealed estimates for that round?","runs/US08_CS_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q06","[NEEDS CLARIFICATION] Is the required estimator set fixed when a voting round starts, or recalculated from the Presence Service at reveal time?","runs/US08_CS_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q07","[NEEDS CLARIFICATION] If an estimator disconnects before submitting, should their missing estimate immediately stop blocking reveal, or only after the moderator closes voting?","runs/US08_CS_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q08","[NEEDS CLARIFICATION] Before reveal, may an estimator change or replace their hidden submitted estimate?","runs/US08_CS_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q09","[NEEDS CLARIFICATION] When the moderator closes voting with zero submitted estimates, should the system reveal an empty result set or leave the round unrevealed?","runs/US08_CS_R1/output.md","Check"
"US08_CS_R1","US08","CS","Q10","[NEEDS CLARIFICATION] Should participants who reconnect or join after reveal see the already revealed estimates for that round?","runs/US08_CS_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q01","If an active estimator submits an estimate and then disconnects before reveal, should their stored estimate be included in the reveal?","runs/US08_CT_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q02","When the moderator closes voting before any estimates have been submitted, what should participants see?","runs/US08_CT_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q03","After estimates are revealed, who should be able to view revealed estimates?","runs/US08_CT_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q04","If the active estimator set changes during a voting round, when is the required completion count determined?","runs/US08_CT_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q05","If the reveal broadcast fails for some connected participants, what behavior is required?","runs/US08_CT_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q06","[NEEDS CLARIFICATION] If an active estimator submits an estimate and then disconnects before reveal, should their stored estimate be included in the reveal?","runs/US08_CT_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q07","[NEEDS CLARIFICATION] When the moderator closes voting before any estimates have been submitted, what should participants see?","runs/US08_CT_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q08","[NEEDS CLARIFICATION] After estimates are revealed, who should be able to view revealed estimates?","runs/US08_CT_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q09","[NEEDS CLARIFICATION] If the active estimator set changes during a voting round, when is the required completion count determined?","runs/US08_CT_R1/output.md","Check"
"US08_CT_R1","US08","CT","Q10","[NEEDS CLARIFICATION] If the reveal broadcast fails for some connected participants, what behavior is required?","runs/US08_CT_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q01","Should this feature include only joining the waitlist, or also downstream offer notification, acceptance, expiration, enrollment, and coordinator removal workflows?","runs/US19_C0_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q02","What exactly makes an attendee “eligible” to join a training waitlist?","runs/US19_C0_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q03","When two attendees join at nearly the same time, what tie-breaker should determine waitlist order?","runs/US19_C0_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q04","If an attendee already has an active waitlist entry for the same class, should the system reject the new attempt, refresh the existing entry, or show the existing waitlist status?","runs/US19_C0_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q05","How should an attendee be “considered when a place becomes available”: manual coordinator review, automatic offer to the first eligible attendee, or another process?","runs/US19_C0_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q06","[NEEDS CLARIFICATION] Should this feature include only joining the waitlist, or also downstream offer notification, acceptance, expiration, enrollment, and coordinator removal workflows?","runs/US19_C0_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q07","[NEEDS CLARIFICATION] What exactly makes an attendee “eligible” to join a training waitlist?","runs/US19_C0_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q08","[NEEDS CLARIFICATION] When two attendees join at nearly the same time, what tie-breaker should determine waitlist order?","runs/US19_C0_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q09","[NEEDS CLARIFICATION] If an attendee already has an active waitlist entry for the same class, should the system reject the new attempt, refresh the existing entry, or show the existing waitlist status?","runs/US19_C0_R1/output.md","Check"
"US19_C0_R1","US19","C0","Q10","[NEEDS CLARIFICATION] How should an attendee be “considered when a place becomes available”: manual coordinator review, automatic offer to the first eligible attendee, or another process?","runs/US19_C0_R1/output.md","Check"
"US19_CD_R1","US19","CD","Q01","When an offered place expires or is declined, should the system automatically offer it to the next eligible waitlisted attendee, or should coordinator action be required?","runs/US19_CD_R1/output.md","Check"
"US19_CD_R1","US19","CD","Q02","If two attendees successfully join at the same timestamp precision, what tie-breaker determines waitlist order? Answer in <=5 words.","runs/US19_CD_R1/output.md","Check"
"US19_CD_R1","US19","CD","Q03","What makes an attendee “eligible” for joining or remaining on a training waitlist? Answer in <=5 words.","runs/US19_CD_R1/output.md","Check"
"US19_CD_R1","US19","CD","Q04","How should the system notify an attendee about an available-place offer? Answer in <=5 words.","runs/US19_CD_R1/output.md","Check"
"US19_CD_R1","US19","CD","Q05","After a coordinator removes a waitlist entry, should that attendee be allowed to join the same waitlist again if they later become eligible?","runs/US19_CD_R1/output.md","Check"
"US19_CD_R1","US19","CD","Q06","[NEEDS CLARIFICATION] When an offered place expires or is declined, should the system automatically offer it to the next eligible waitlisted attendee, or should coordinator action be required?","runs/US19_CD_R1/output.md","Check"
"US19_CD_R1","US19","CD","Q07","[NEEDS CLARIFICATION] After a coordinator removes a waitlist entry, should that attendee be allowed to join the same waitlist again if they later become eligible?","runs/US19_CD_R1/output.md","Check"
"US19_CL_R1","US19","CL","Q01","When a waitlist offer expires or is declined, should the system automatically notify the next eligible attendee? Answer in <=5 words.","runs/US19_CL_R1/output.md","Check"
"US19_CL_R1","US19","CL","Q02","During the 24-hour offer window, is the available place reserved for the notified attendee? Answer in <=5 words.","runs/US19_CL_R1/output.md","Check"
"US19_CL_R1","US19","CL","Q03","If two attendees join at the same timestamp, what tie-breaker determines waitlist order? Answer in <=5 words.","runs/US19_CL_R1/output.md","Check"
"US19_CL_R1","US19","CL","Q04","When should attendee eligibility be rechecked: only on join, only before offer, or both? Answer in <=5 words.","runs/US19_CL_R1/output.md","Check"
"US19_CL_R1","US19","CL","Q05","What information must be recorded for coordinator removals besides the reason? Answer in <=5 words.","runs/US19_CL_R1/output.md","Check"
"US19_CO_R1","US19","CO","Q01","What eligibility rules determine whether an attendee may join or remain on a waitlist? Answer in <=5 words.","runs/US19_CO_R1/output.md","Check"
"US19_CO_R1","US19","CO","Q02","If two successful waitlist entries have the same timestamp, how should their order be determined? Answer in <=5 words.","runs/US19_CO_R1/output.md","Check"
"US19_CO_R1","US19","CO","Q03","When a waitlist offer expires or is declined, should the next eligible attendee automatically receive an offer? Answer: yes/no.","runs/US19_CO_R1/output.md","Check"
"US19_CO_R1","US19","CO","Q04","Should an attendee be able to join multiple waitlists for different training classes at the same time? Answer: yes/no.","runs/US19_CO_R1/output.md","Check"
"US19_CO_R1","US19","CO","Q05","What information must be recorded when a coordinator removes a waitlist entry? Answer in <=5 words.","runs/US19_CO_R1/output.md","Check"
"US19_CS_R1","US19","CS","Q01","When an available-place offer expires or is declined, what should happen to that waitlist entry? Answer in <=5 words.","runs/US19_CS_R1/output.md","Check"
"US19_CS_R1","US19","CS","Q02","After an offer expires, is declined, or the attendee becomes ineligible, should the system automatically offer the place to the next eligible attendee? Answer in <=5 words.","runs/US19_CS_R1/output.md","Check"
"US19_CS_R1","US19","CS","Q03","If multiple attendees join at the same timestamp, what tie-breaker determines waitlist order? Answer in <=5 words.","runs/US19_CS_R1/output.md","Check"
"US19_CS_R1","US19","CS","Q04","Should attendee eligibility be rechecked when a place becomes available, when the offer is accepted, or both? Answer in <=5 words.","runs/US19_CS_R1/output.md","Check"
"US19_CS_R1","US19","CS","Q05","What should happen if the notification service fails to send an available-place offer? Answer in <=5 words.","runs/US19_CS_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q01","If two attendees successfully join at the same timestamp, what tie-breaker determines waitlist order?","runs/US19_CT_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q02","When a 24-hour offer expires or is declined, should the system automatically notify the next eligible attendee?","runs/US19_CT_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q03","Should attendee eligibility be rechecked when an available-place offer is generated, when the offer is accepted, or both?","runs/US19_CT_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q04","What minimum information must be recorded for coordinator removals besides the reason?","runs/US19_CT_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q05","What notification channel is required for available-place offers?","runs/US19_CT_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q06","[NEEDS CLARIFICATION] If two attendees successfully join at the same timestamp, what tie-breaker determines waitlist order?","runs/US19_CT_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q07","[NEEDS CLARIFICATION] When a 24-hour offer expires or is declined, should the system automatically notify the next eligible attendee?","runs/US19_CT_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q08","[NEEDS CLARIFICATION] Should attendee eligibility be rechecked when an available-place offer is generated, when the offer is accepted, or both?","runs/US19_CT_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q09","[NEEDS CLARIFICATION] What minimum information must be recorded for coordinator removals besides the reason?","runs/US19_CT_R1/output.md","Check"
"US19_CT_R1","US19","CT","Q10","[NEEDS CLARIFICATION] What notification channel is required for available-place offers?","runs/US19_CT_R1/output.md","Check"
"US22_C0_R1","US22","C0","Q01","What qualifies as “sufficient profile and interaction history” for personalized recommendations? Answer in <=5 words.","runs/US22_C0_R1/output.md","Check"
"US22_C0_R1","US22","C0","Q02","What makes content “eligible” for recommendation beyond not being dismissed? Answer in <=5 words.","runs/US22_C0_R1/output.md","Check"
"US22_C0_R1","US22","C0","Q03","How should “similar profiles” be prioritized when interests and interaction signals conflict? Answer in <=5 words.","runs/US22_C0_R1/output.md","Check"
"US22_C0_R1","US22","C0","Q04","How is “popular content” defined for fallback recommendations? Answer in <=5 words.","runs/US22_C0_R1/output.md","Check"
"US22_C0_R1","US22","C0","Q05","When a user disables interaction-history use, should their history also be excluded from similarity calculations for other users? Answer: Yes or No.","runs/US22_C0_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q01","What defines “sufficient profile and interaction history” for personalized recommendations?","runs/US22_CD_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q02","What makes a content item “eligible” for recommendation?","runs/US22_CD_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q03","When history use is disabled, may declared interests still be used for recommendations?","runs/US22_CD_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q04","How should “popular eligible content” be determined for fallback recommendations?","runs/US22_CD_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q05","Besides dismissed items, should previously viewed, saved, or positively rated content be excluded from recommendations?","runs/US22_CD_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q06","[NEEDS CLARIFICATION] What defines “sufficient profile and interaction history” for personalized recommendations?","runs/US22_CD_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q07","[NEEDS CLARIFICATION] What makes a content item “eligible” for recommendation?","runs/US22_CD_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q08","[NEEDS CLARIFICATION] When history use is disabled, may declared interests still be used for recommendations?","runs/US22_CD_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q09","[NEEDS CLARIFICATION] How should “popular eligible content” be determined for fallback recommendations?","runs/US22_CD_R1/output.md","Check"
"US22_CD_R1","US22","CD","Q10","[NEEDS CLARIFICATION] Besides dismissed items, should previously viewed, saved, or positively rated content be excluded from recommendations?","runs/US22_CD_R1/output.md","Check"
"US22_CL_R1","US22","CL","Q01","What threshold defines “sufficient profile and interaction history” for personalized recommendations? Answer in <=5 words.","runs/US22_CL_R1/output.md","Check"
"US22_CL_R1","US22","CL","Q02","Which interaction types count as “positive feedback” for similarity scoring? Answer in <=5 words.","runs/US22_CL_R1/output.md","Check"
"US22_CL_R1","US22","CL","Q03","What makes content “eligible” for recommendation? Answer in <=5 words.","runs/US22_CL_R1/output.md","Check"
"US22_CL_R1","US22","CL","Q04","How should recommendation ranking combine interest similarity and interaction-pattern similarity? Answer in <=5 words.","runs/US22_CL_R1/output.md","Check"
"US22_CL_R1","US22","CL","Q05","What user-visible state should appear when no eligible recommendations are available? Answer in <=5 words.","runs/US22_CL_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q01","What exact threshold defines “sufficient history” for personalized recommendations?","runs/US22_CO_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q02","What criteria make a content item “eligible” for recommendation?","runs/US22_CO_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q03","When interaction-history use is disabled, may declared interests still be used for personalization?","runs/US22_CO_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q04","How is “non-personalized popular content” calculated?","runs/US22_CO_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q05","How should recommendation ranking break ties between equally scored content items?","runs/US22_CO_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q06","[NEEDS CLARIFICATION] What exact threshold defines “sufficient history” for personalized recommendations?","runs/US22_CO_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q07","[NEEDS CLARIFICATION] What criteria make a content item “eligible” for recommendation?","runs/US22_CO_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q08","[NEEDS CLARIFICATION] When interaction-history use is disabled, may declared interests still be used for personalization?","runs/US22_CO_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q09","[NEEDS CLARIFICATION] How is “non-personalized popular content” calculated?","runs/US22_CO_R1/output.md","Check"
"US22_CO_R1","US22","CO","Q10","[NEEDS CLARIFICATION] How should recommendation ranking break ties between equally scored content items?","runs/US22_CO_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q01","What minimum profile/history data qualifies a user for personalized similar-profile recommendations?","runs/US22_CS_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q02","Which behavioral events from the Interaction History Service count as eligible signals for similarity: viewed, saved, positive feedback, or another defined subset?","runs/US22_CS_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q03","When interaction-history use is disabled, may recommendations still use declared interests from the Profile Service?","runs/US22_CS_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q04","How should non-personalized “popular eligible content” be determined?","runs/US22_CS_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q05","What makes a content item eligible or ineligible for recommendation from the Content Catalog?","runs/US22_CS_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q06","[NEEDS CLARIFICATION] What minimum profile/history data qualifies a user for personalized similar-profile recommendations?","runs/US22_CS_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q07","[NEEDS CLARIFICATION] Which behavioral events from the Interaction History Service count as eligible signals for similarity: viewed, saved, positive feedback, or another defined subset?","runs/US22_CS_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q08","[NEEDS CLARIFICATION] When interaction-history use is disabled, may recommendations still use declared interests from the Profile Service?","runs/US22_CS_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q09","[NEEDS CLARIFICATION] How should non-personalized “popular eligible content” be determined?","runs/US22_CS_R1/output.md","Check"
"US22_CS_R1","US22","CS","Q10","[NEEDS CLARIFICATION] What makes a content item eligible or ineligible for recommendation from the Content Catalog?","runs/US22_CS_R1/output.md","Check"
"US22_CT_R1","US22","CT","Q01","What threshold defines “sufficient history” for personalized recommendations? Answer in <=5 words.","runs/US22_CT_R1/output.md","Check"
"US22_CT_R1","US22","CT","Q02","When interaction-history use is disabled, may declared interests still be used for recommendations? Answer: yes/no.","runs/US22_CT_R1/output.md","Check"
